#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","122","2203387871232","1667072","1560576","8288","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5024","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","2316",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1560576","1560576","64656","64656","1900544","1900544","7741440","7741440","76464128","2203394686976","True","Normal","1560576","1560576","00:00:00.0468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","69648384","2203387871232","False",,,,"1667072","1667072",,
"svchost","0","462","2203440988160","18767872","6795264","15152","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","37.21875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5048","Microsoft.Win32.SafeHandles.SafeProcessHandle","462","2364",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15152","15152","6795264","6795264","171408","171408","7901184","7901184","24973312","24973312","144838656","2203463061504","True","Normal","6795264","6795264","00:00:12.0468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:37.2187500","00:00:25.1718750","122765312","2203440988160","False",,,,"18767872","18767872",,
"svchost","0","195","2203393839104","3022848","2187264","9784","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.578125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5448","Microsoft.Win32.SafeHandles.SafeProcessHandle","195","2524",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","2187264","2187264","74680","74680","2486272","2486272","8097792","8097792","82432000","2203400654848","True","Normal","2187264","2187264","00:00:00.4375000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.1406250","75616256","2203393839104","False",,,,"3022848","3022848",,
"svchost","0","198","2203397976064","3452928","2052096","11928","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5520","Microsoft.Win32.SafeHandles.SafeProcessHandle","198","2564",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11928","11928","2052096","2052096","85608","85608","2351104","2351104","9048064","9048064","86044672","2203404267520","True","Normal","2052096","2052096","00:00:00.1093750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0937500","79753216","2203397976064","False",,,,"3452928","3452928",,
"svchost","0","422","2203426963456","9928704","6402048","17808","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","50.8125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3140","Microsoft.Win32.SafeHandles.SafeProcessHandle","422","2624",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17808","17808","6402048","6402048","112440","112440","7593984","7593984","13594624","13594624","123944960","2203442167808","True","Normal","6402048","6402048","00:00:30.9375000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:50.8125000","00:00:19.8750000","108740608","2203426963456","False",,,,"9928704","9928704",,
"svchost","0","441","2203437137920","16736256","14798848","33264","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","44.984375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3944","Microsoft.Win32.SafeHandles.SafeProcessHandle","441","2660",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33264","33264","14798848","14798848","115264","115264","19865600","19865600","27947008","27947008","134475776","2203452698624","True","Normal","14798848","14798848","00:00:27.9218750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:44.9843750","00:00:17.0625000","118915072","2203437137920","False",,,,"16736256","16736256",,
"svchost","0","209","2203406045184","6582272","2760704","12824","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","4.921875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3088","Microsoft.Win32.SafeHandles.SafeProcessHandle","209","2780",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12824","12824","2760704","2760704","105544","105544","3280896","3280896","11911168","11911168","95703040","2203413925888","True","Normal","2760704","2760704","00:00:02.4531250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:04.9218750","00:00:02.4687500","87822336","2203406045184","False",,,,"6582272","6582272",,
"svchost","0","232","2203413667840","14934016","9031680","9920","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","38.71875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3936","Microsoft.Win32.SafeHandles.SafeProcessHandle","232","2832",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","9031680","9031680","90112","90112","16941056","16941056","25456640","25456640","104906752","2203423129600","True","Normal","9031680","9031680","00:00:07.2500000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:38.7187500","00:00:31.4687500","95444992","2203413667840","False",,,,"14934016","14934016",,
"svchost","0","511","2203400884224","6934528","4329472","13008","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","35.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3980","Microsoft.Win32.SafeHandles.SafeProcessHandle","511","2936",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13008","13008","4329472","4329472","103984","103984","5804032","5804032","10301440","10301440","103649280","2203421872128","True","Normal","4329472","4329472","00:00:20.8593750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:35.0625000","00:00:14.2031250","82661376","2203400884224","False",,,,"6934528","6934528",,
"svchost","0","237","2207815081984","7532544","4493312","17600","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","311.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4976","Microsoft.Win32.SafeHandles.SafeProcessHandle","237","2988",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17600","17600","4493312","4493312","109496","109496","77205504","77205504","86794240","86794240","213790720","2207826980864","True","Normal","4493312","4493312","00:03:28.7343750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:05:11.3750000","00:01:42.6406250","201891840","2207815081984","False",,,,"7532544","7532544",,
"svchost","0","184","2203394998272","4517888","2076672","9296","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5080","Microsoft.Win32.SafeHandles.SafeProcessHandle","184","2996",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9296","9296","2076672","2076672","73296","73296","2527232","2527232","8331264","8331264","83591168","2203401814016","True","Normal","2076672","2076672","00:00:00.2500000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.4218750","76775424","2203394998272","False",,,,"4517888","4517888",,
"svchost","0","247","2203388981248","1507328","1302528","7336","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.3125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3816","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","3004",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1302528","1302528","73608","73608","1454080","1454080","6107136","6107136","73383936","2203391606784","True","Normal","1302528","1302528","00:00:00.2187500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.0937500","70758400","2203388981248","False",,,,"1507328","1507328",,
"svchost","0","235","2203414429696","4136960","2449408","12640","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.90625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3408","Microsoft.Win32.SafeHandles.SafeProcessHandle","235","3104",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12640","12640","2449408","2449408","118256","118256","2867200","2867200","12349440","12349440","101974016","2203420196864","True","Normal","2449408","2449408","00:00:00.6875000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9062500","00:00:00.2187500","96206848","2203414429696","False",,,,"4136960","4136960",,
"svchost","0","224","2203402960896","5812224","2437120","14920","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.78125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4100","Microsoft.Win32.SafeHandles.SafeProcessHandle","224","3116",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14920","14920","2437120","2437120","88816","88816","2940928","2940928","9003008","9003008","89493504","2203407716352","True","Normal","2437120","2437120","00:00:00.4062500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7812500","00:00:00.3750000","84738048","2203402960896","False",,,,"5812224","5812224",,
"svchost","0","564","2203422953472","12492800","7258112","15272","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","35.828125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4824","Microsoft.Win32.SafeHandles.SafeProcessHandle","564","3200",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15272","15272","7258112","7258112","124440","124440","8736768","8736768","15310848","15310848","112070656","2203430293504","True","Normal","7258112","7258112","00:00:21.6875000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:35.8281250","00:00:14.1406250","104730624","2203422953472","False",,,,"12492800","12492800",,
"svchost","0","255","2203393339392","5234688","2334720","9976","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","3.40625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3796","Microsoft.Win32.SafeHandles.SafeProcessHandle","255","3240",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9976","9976","2334720","2334720","84520","84520","2838528","2838528","8998912","8998912","84025344","2203402248192","True","Normal","2334720","2334720","00:00:02.4687500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4062500","00:00:00.9375000","75116544","2203393339392","False",,,,"5234688","5234688",,
"svchost","0","192","2203453751296","8515584","2519040","11528","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5004","Microsoft.Win32.SafeHandles.SafeProcessHandle","192","3252",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11528","11528","2519040","2519040","142032","142032","8253440","8253440","16289792","16289792","315940864","2203634163712","True","Normal","2519040","2519040","00:00:00.6718750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2343750","00:00:01.5625000","135528448","2203453751296","False",,,,"8515584","8515584",,
"svchost","0","254","2203410329600","5681152","2445312","12104","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3972","Microsoft.Win32.SafeHandles.SafeProcessHandle","254","3284",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12104","12104","2445312","2445312","112472","112472","2600960","2600960","10797056","10797056","95252480","2203413475328","True","Normal","2445312","2445312","00:00:00.1250000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1093750","92106752","2203410329600","False",,,,"5681152","5681152",,
"svchost","0","298","2203431178240","9498624","3420160","13648","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","4.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4484","Microsoft.Win32.SafeHandles.SafeProcessHandle","298","3292",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13648","13648","3420160","3420160","126936","126936","4218880","4218880","10776576","10776576","120684544","2203438907392","True","Normal","3420160","3420160","00:00:03.2656250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4687500","00:00:01.2031250","112955392","2203431178240","False",,,,"9498624","9498624",,
